,contents,keywords,relevancy
"Azərbaycan Mərkəzi Bankının İdarə Heyəti uçot dərəcəsi il bağlı növbəti qərarını açıqlayıb.“Qafqazinfo” AMB-yə istinadən xəbər verir ki, uçot dərəcəsi 9%-dən 8.5%-ə, faiz dəhlizinin aşağı həddi 7.5%-dən 7%-ə, faiz dəhlizinin yuxarı həddi isə 10%-dən 9.5%-ə endirilib.Bildirilib ki, bu qərar 2 noyabr 2023-cü ildən qüvvəyə minir. Faiz dəhlizinin parametrlərilə bağlı növbəti qərar barədə məlumat ictimaiyyətə 2023-cü il dekabr ayının 20-də açıqlanacaq",['Azərbaycan Mərkəzi Bankı'],1
"Azərbaycan Mərkəzi Bankı (AMB) növbəti dəfə uçot dərəcəsini endirib.AFN.az bu barədə AMB-yə istinadən xəbər verir.Azərbaycan Respublikası Mərkəzi Bankının İdarə Heyətinin qərarı ilə uçot dərəcəsi 9%-dən 8.5%-ə, faiz dəhlizinin aşağı həddi 7.5%-dən 7%-ə, faiz dəhlizinin yuxarı həddi isə 10%-dən 9.5%-ə endirilib.",['Azərbaycan Mərkəzi Bankı'],1
"Azərbaycan Mərkəzi Bankı faizləri endirdiGələn il Bakı metrosunun bütün turniketlərində QR bilet sistemi tam tətbiq olunacaqSerbiyada parlament buraxılıbAzərbaycanda pedaqoji fəaliyyətlə məşğul olma qaydası dəyişdi“Sumqayıtistiliktəchizat” idarəsinin rəisi işdən çıxıbDubay şirkətləri ilə 3-cü ölkələrdən Azərbaycana investisiyaların yatırılması istiqamətində birgə işlərin görüləcəyinə dair razılıq əldə olunub.Bu barədə İxracın və İnvestisiyaların Təşviqi Agentliyinin (AZPROMO) məlumatında bildirilir.Məlumata görə, qurumla Dubay Beynəlxalq Palatasının nümayəndələri arasında görüş keçirilib. Görüşdə tərəflər birgə əməkdaşlıq imkanlarına dair fikir mübadiləsi aparıb. Bildirilib ki, ticarət, investisiya, nəqliyyat-logistika sektorlarında tərəfdaşlığın intensivləşdirilməsi, yeni biznes imkanlarının öyrənilməsi üçün geniş perspektiv mövcuddur.Qeyd edilib ki, Azərbaycan şirkətlərinin növbəti il Birləşmiş Ərəb Əmirliklərinə təşkil olunacaq ixrac missiyasında və Dubay şəhərində keçiriləcək “Gulfood 2024” beynəlxalq qida sərgisində vahid ölkə stendi ilə iştirak etməsi, BƏƏ şirkətlərindən ibarət nümayəndə heyətinin isə 2024-cü ildə Azərbaycana işgüzar səfər etməsi planlaşdırılıb.",['Azərbaycan Mərkəzi Bankı'],0
"Azərbaycan Mərkəzi Bankı faizləri endirdiGələn il Bakı metrosunun bütün turniketlərində QR bilet sistemi tam tətbiq olunacaqAzərbaycan Dubay şirkətləri ilə 3-cü ölkələrdən investisiya cəlb etməyi planlaşdırırAzərbaycanda pedaqoji fəaliyyətlə məşğul olma qaydası dəyişdi“Sumqayıtistiliktəchizat” idarəsinin rəisi işdən çıxıbSerbiyada parlament buraxılıb.Bu barədə Prezident Aleksandr Vuçiç bildirib.O, dekabrın 17-də növbədənkənar seçkilərin keçiriləcəyini söyləyib.",['Azərbaycan Mərkəzi Bankı'],0
"Gələn il Bakı metrosunun bütün turniketlərində QR bilet sistemi tam tətbiq olunacaqAzərbaycan Dubay şirkətləri ilə 3-cü ölkələrdən investisiya cəlb etməyi planlaşdırırSerbiyada parlament buraxılıbAzərbaycanda pedaqoji fəaliyyətlə məşğul olma qaydası dəyişdi“Sumqayıtistiliktəchizat” idarəsinin rəisi işdən çıxıbAzərbaycan Respublikası Mərkəzi Bankının İdarə Heyətinin qərarı ilə uçot dərəcəsi 9%-dən 8.5%-ə, faiz dəhlizinin aşağı həddi 7.5%-dən 7%-ə, faiz dəhlizinin yuxarı həddi isə 10%-dən 9.5%-ə endirilmişdir.",['Azərbaycan Mərkəzi Bankı'],1
"Azərbaycan Mərkəzi Bankı faizləri endirdiAzərbaycan Dubay şirkətləri ilə 3-cü ölkələrdən investisiya cəlb etməyi planlaşdırırSerbiyada parlament buraxılıbAzərbaycanda pedaqoji fəaliyyətlə məşğul olma qaydası dəyişdi“Sumqayıtistiliktəchizat” idarəsinin rəisi işdən çıxıb“QR bilet ödəmə sisteminin tətbiqi ilə bağlı mövcud ödəniş aparatları, turniketlər uyğunlaşdırılmalı və ya ona uyğun quraşdırılmalıdır. 2019-cu ildə əsas işlər, demək olar ki, yekunlaşdırılıb. 2020-ci ildə iki stansiyada texniki sınaq işləri də uğurla aparılıb. Lakin pandemiya dövründə obyektiv səbəblərdən işlər təxirə salındı”.Bunu “Bakı Metropoliteni” QSC-nin sədr müavini Hidayət Məmmədov bildirib. O qeyd edib ki, bu, kifayət qədər texniki araşdırma tələb edir. Çünki burada risk yerüstü və digər nəqliyyat növlərindən daha çoxdur. Onun sözlərinə görə, əsas stansiyalara gün ərzində on minlərlə sərnişin daxil olur:“Bir stansiyada bir turniketdə problemin yaşanması yetər ki, böyük narazılıq yaransın. Buna görə bu məsələdə tələskənliyə yol vermək olmaz. Üstəlik, metropolitendə olan turniketlər də bir neçə sistemi əhatə edir və texniki cəhətdən fərqlənir”.Hidayət Məmmədov əlavə edib ki, Bənövşəyi xətdə işlər davam edir, Yaşıl və Qırmızı xətlərdə isə mərhələ ilə bu sistemin tətbiqinə başlanılıb.“Tələsməməyimizin əsas səbəbi mümkün texniki natamamlığın olmamasıdır. Təsəvvür edin ki, sərnişini sıx olan stansiyalarda kiçik bir problemin olması yetər ki, sərnişin narazılığı və ümumən, bu sistemə münasibət mənfi olaraq formalaşsın. Şəhər nəqliyyat sistemində bu layihəni həyata keçirən icraçı təşkilat əsas işləri bu il tamamlayacaq. Gələn ilin ilk rübündə bütün stansiyalarda olan ümumən 500-dən artıq turniketdə QR bilet sistemi tam tətbiq olunacaq. Bundan əlavə, artıq digər münasib ödəmə üsullarının tətbiqi də reallıqdır. Gələn il bu istiqamətdə də xəbərləri eşidəcəksiniz. Bunun üzərində fəal iş aparılır”, -deyə “Bakı Metropoliteni”QSC-nin sədr müavini bildirib.",['Azərbaycan Mərkəzi Bankı'],0
"Azərbaycan Mərkəzi Bankının (AMB) İdarə Heyəti uçot dərəcəsinin 0,5 faiz bəndi azaldılaraq 9%-dən 8,5%-ə endirilməsi barədə qərar qəbul edib.
Məlumata görə, faiz dəhlizinin aşağı həddi 0,5 faiz bəndi azaldılaraq 7,5%-dən 7%-ə, yuxarı həddi isə 0,5 faiz bəndi azaldılaraq 10%-dən 9,5%-ə endirilib.
AMB-nin İH-nin faiz dəhlizinin parametrləri barədə növbəti qərarı dekabrın 20-də ictimaiyyətə açıqlanacaq.",['Azərbaycan Mərkəzi Bankı'],1
"Azərbaycan Mərkəzi Bankının (AMB) İdarə Heyəti uçot dərəcəsinin 0,5 faiz bəndi azaldılaraq 9%-dən 8,5%-ə endirilməsi barədə qərar qəbul edib. Məlumata görə, faiz dəhlizinin aşağı həddi 0,5 faiz bəndi azaldılaraq 7,5%-dən 7%-ə, yuxarı həddi isə 0,5 faiz bəndi azaldılaraq 10%-dən 9,5%-ə endirilib. AMB-nin İH-nin faiz dəhlizinin parametrləri barədə növbəti qərarı dekabrın 20-də ictimaiyyətə açıqlanacaq.",['Azərbaycan Mərkəzi Bankı'],1
"Azərbaycan Mərkəzi Bankının (AMB) İdarə Heyəti (İH) uçot dərəcəsinin 0,5 faiz bəndi azaldılaraq 9%-dən 8,5%-ə endirilməsi barədə qərar qəbul edib.  
   AzVision.az    bu barədə AMB-yə istinadən xəbər verir. Məlumata görə, faiz dəhlizinin aşağı həddi 0,5 faiz bəndi azaldılaraq 7,5%-dən 7%-ə, yuxarı həddi isə 0,5 faiz bəndi azaldılaraq 10%-dən 9,5%-ə endirilib. 

AMB-nin İH-nin faiz dəhlizinin parametrləri barədə növbəti qərarı dekabrın 20-də ictimaiyyətə açıqlanacaq. 

   AzVision.az",['Azərbaycan Mərkəzi Bankı'],1
"Azərbaycan Mərkəzi Bankı (AMB) növbəti dəfə uçot dərəcəsini endirib.Globalinfo.az bu barədə AMB-yə istinadən xəbər verir.Azərbaycan Respublikası Mərkəzi Bankının İdarə Heyətinin qərarı ilə uçot dərəcəsi 9%-dən 8.5%-ə, faiz dəhlizinin aşağı həddi 7.5%-dən 7%-ə, faiz dəhlizinin yuxarı həddi isə 10%-dən 9.5%-ə endirilib.",['Azərbaycan Mərkəzi Bankı'],1
"Azərbaycan Mərkəzi Bankı (AMB) növbəti dəfə uçot dərəcəsini endirib.Bu barədə AMB-yə istinadən xəbər verir.Azərbaycan Respublikası Mərkəzi Bankının İdarə Heyətinin qərarı ilə uçot dərəcəsi 9%-dən 8.5%-ə, faiz dəhlizinin aşağı həddi 7.5%-dən 7%-ə, faiz dəhlizinin yuxarı həddi isə 10%-dən 9.5%-ə endirilib.",['Azərbaycan Mərkəzi Bankı'],1
"Azərbaycan Mərkəzi Bankı (AMB) növbəti dəfə uçot dərəcəsini endirib.""Unikal"" AMB-yə istinadən xəbər verir ki, Azərbaycan Respublikası Mərkəzi Bankının İdarə Heyətinin qərarı ilə uçot dərəcəsi 9%-dən 8.5%-ə, faiz dəhlizinin aşağı həddi 7.5%-dən 7%-ə, faiz dəhlizinin yuxarı həddi isə 10%-dən 9.5%-ə endirilib.",['Azərbaycan Mərkəzi Bankı'],1
"Azərbaycan Mərkəzi Bankı (AMB) növbəti dəfə uçot dərəcəsini endirib.""APA-Economics"" bu barədə AMB-yə istinadən xəbər verir.",['Azərbaycan Mərkəzi Bankı'],1
"Azərbaycan Mərkəzi Bankının (AMB) İdarə Heyəti (İH) uçot dərəcəsinin 0,5 faiz bəndi azaldılaraq 9%-dən 8,5%-ə endirilməsi barədə qərar qəbul edib.

İqtisadiyyat.az bu barədə AMB-yə istinadən xəbər verir.

Məlumata görə, faiz dəhlizinin aşağı həddi 0,5 faiz bəndi azaldılaraq 7,5%-dən 7%-ə, yuxarı həddi isə 0,5 faiz bəndi azaldılaraq 10%-dən 9,5%-ə endirilib.

AMB-nin İH-nin faiz dəhlizinin parametrləri barədə növbəti qərarı dekabrın 20-də ictimaiyyətə açıqlanacaq.",['Azərbaycan Mərkəzi Bankı'],1
"Azərbaycan Mərkəzi Bankının (AMB) İdarə Heyəti (İH) uçot dərəcəsinin 0,5 faiz bəndi azaldılaraq 9 %-dən 8,5 %-ə endirilməsi barədə qərar qəbul edib.“Report” bu barədə AMB-yə istinadən xəbər verir.Məlumata görə, faiz dəhlizinin aşağı həddi 0,5 faiz bəndi azaldılaraq 7,5 %-dən 7 %-ə, yuxarı həddi isə 0,5 faiz bəndi azaldılaraq 10 %-dən 9,5 %-ə endirilib.""Bu qərar inflyasiyaya təsir edən xarici və daxili amillərin dəyişimi, eləcə də valyuta bazarında təklifin tələbi əhəmiyyətli üstələməsi nəzərə alınmaqla verilib"", - deyə AMB bəyan edib.AMB-nin İH-nin faiz dəhlizinin parametrləri barədə növbəti qərarı dekabrın 20-də ictimaiyyətə açıqlanacaq.",['Azərbaycan Mərkəzi Bankı'],1
"Azərbaycan Mərkəzi Bankının (AMB) İdarə Heyəti (İH) uçot dərəcəsinin 0,5 faiz bəndi azaldılaraq 9 %-dən 8,5 %-ə endirilməsi barədə qərar qəbul edib.Mia.az xəbər verir ki, faiz dəhlizinin aşağı həddi 0,5 faiz bəndi azaldılaraq 7,5 %-dən 7 %-ə, yuxarı həddi isə 0,5 faiz bəndi azaldılaraq 10 %-dən 9,5 %-ə endirilib: ""Bu qərar inflyasiyaya təsir edən xarici və daxili amillərin dəyişimi, eləcə də valyuta bazarında təklifin tələbi əhəmiyyətli üstələməsi nəzərə alınmaqla verilib"".",['Azərbaycan Mərkəzi Bankı'],1
"Abşeron Rayon İcra Hakimiyyətinin inzibati binasında, Xırdalan şəhəri də daxil olmaqla, ümumilikdə rayonun 15 kənd və qəsəbəsində növbəti səyyar qəbullar keçirilib.Missiya.Az xəbər verir ki, qəbullarda RİH-nin başçısı Abdin Fərzəliyev, hüquq-mühafizə orqanlarının və xidmət təşkilatlarının rəhbərləri, şəhid ailələri, Vətən müharibəsi iştirakçıları və sakinlər iştirak ediblər.Abdin Fərzəliyev Azərbaycan Respublikasının Prezidenti, Müzəffər Ali Baş Komandan cənab İlham Əliyevin rəhbərliyi ilə 44 günlük Vətən Müharibəsində xalqımızın qazandığı şanlı qələbədən, o cümlədən Qarabağda cəmi 24 saat çəkən uğurlu antiterror tədbirlərindən danışaraq, sülhün əldə olunması istiqamətində ölkəmizin çox mühüm diplomatik uğurlar əldə etdiyini, soydaşlarımızın öz yurdlarında firavan həyatlarını yaşamağa başladıqlarını vurğulayıb.Həmçinin, qeyd edilib ki, vətənimizin bütövlüyü uğrunda şəhidlik zirvəsinə ucalmış igidlərimizin ailə üzvləri daima diqqət mərkəzində saxlanılıb, şəhidlərimizin və onların əmanətləri olan övladlarının doğum günlərində şəhid ailələri RİH başçısı tərəfindən davamlı olaraq ziyarət olunub.Sonra Abşeron rayonunda görülən işlər, həyata keçirilən infrastruktur layihələr barəsində ətraflı məlumat verən RİH başçısı rayonun kənd və qəsəbələrinin mövcud problemlərinin həlli istiqamətində müvafiq addımların atıldığını söyləyib.Həyata keçirilən quruculuq-abadlıq işləri çərçivəsində rayonun kənd və qəsəbələrində Azərbaycanın ərazi bütövlüyü uğrunda qəhrəmancasına döyüşərək şəhidlik zirvəsinə yüksələn sakinlərimizin adlarını daşıyan küçələr, o cümlədən yaşayış məntəqələrinin əsas yollarına asfalt örtüyü çəkilib. Belə ki, Novxanı kəndində Vətən Müharibəsi şəhidi Useynov Ceyhun Elşad oğlunun adını daşıyan küçəyə 1458 m2 asfalt vurulub. 21 sentyabr 2023-cü il tarixdə antiterror əməliyyatlarında şəhid olmuş Ramil Rəhimovun əvvəllər yaşadığı Ceyranbatan qəsəbəsi Nəriman Nərimanov küçəsinə 1500 m2 asfalt örtüyü salınıb. O cümlədən, Görədil kəndində də Ağaəli Məşədioğlu küçəsinə 1220 m2, Mehdiabad qəsəbəsində isə İsmayıl Şıxlı küçəsi 540 m2, Əlabbas İsgəndərov küçəsində 600 m2, Sülh küçəsində 2630 m2 asfalt çəkilib.Əlavə edilib ki, ötən il təkcə Xırdalan şəhərində Aida Qəhrəmanova, M.S.Ordubadi və Qarabağ küçələri də daxil olmaqla ümumilikdə 19 küçəyə asfalt örtüyü çəkilib. Cari ildə isə Xırdalan şəhərinin Mübariz İbrahimov, Qasım bəy Zakir və Həzi Aslanov küçələri də daxil omaqla ümumilikdə 37 küçə asfalalanacaq. Bu qəbildən olan işlər Abşeron rayonun digər kənd və qəsəbələrində də həyata keçirilir.Abşeron rayonunda ümumilikdə 2500-ə yaxın küçə var. Son 2 il ərzində Abşeron Rayon İcra Hakimiyyətinin təşəbbüsü və aidiyyatı qurumların dəstəyi ilə rayon ərazisində 50 km-ə yaxın yol asfaltlanıb. Hazırda RİH-in müraciəti əsasında Azərbaycan Avtomobil Yolları Dövlət Agentliyi tərəfindən Saray qəsəbəsində 2 kilometr uzunluğunda olan Mikayıl Müşfiq küçəsində asfalt örtüyünün döşənməsi istiqamətində hazırlıq işləri aparılır. Növbəti mərhələdə Azərbaycan Avtomobil Yolları Dövlət Agentliyi tərəfindən 41 küçənin asfaltlanması nəzərdə tutulur. O cümlədən, RİH tərəfindən də 30-a yaxın küçənin də asfaltlanması planlaşdırılıb. Asfaltlanma və yolların bərpası işləri zamanı şəhidlərimizin adlarını daşıyan, şəhid ailələrinin yaşadığı və sakinlərin intensiv istifadə etdiyi küçələr prioritet olaraq götürülür. Vuğulanıb ki, uzun müddət ərzində Xırdalan şəhərinin bir neçə prospekt və küçəsində küçə işıqları ilə bağlı problemlər mövcud olub.RİH tərəfindən aparılmış monitorinq nəticəsində küçə işıqlandırması şəbəkəsinin bir çox hissələrində kabellər və texniki avadanlıqların oğurlanması, əksər texniki hissələrinin isə istismar müddətini başa vurduğu aşkar edilib. Son 2 il ərzində şəhərin bir çox küçələrində, parklarda və məhəllələrdə küçə işıqlandırması bərpa olunur. Artıq şəhərin Heydər Əliyev prospektinin böyük hissəsi, M.Ə.Rəsulzadə, Səttar Bəhlulzadə, Vəli Axundov, Nizami, 20 Yanvar, Şıxəli Qurbanov, Səməd Vurğun, Mirəsədulla Mirqasımov küçələrində, “Misir Parkı”, şəhərin 28-ci məhəlləsində yerləşən “Ana və uşaq Parkı” və bir neçə məhəllədə küçə işıqları tam bərpa edilib və əlavə olaraq 142 ədəd işıqlandırma dirəkləri quraşdırılıb. Cari ilin ilk 9 ayı ərzində Xırdalan şəhərinin park və xiyabanlarında, o cümlədən məhəllə və küçələrində 201 ədəd oturacaq və 21 ədəd müasir standartlara cavab verən söhbətgah quraşdırılıb, 2472 m2 tamet daşı döşənib.Bundan əlavə, 3578 m bardür (səki daşı) və 50 ədəd idman qurğuları quraşdırılıb. Abşeron Rayon İcra Hakimiyyətinin müraciəti əsasında cari ildə Bakı Abadlıq İdarəsi tərəfindən rayon ərazisində 111 kilometr uzunluğunda olan 86 küçəyə gecə işıqlandırılması çəkilib. Növbəti mərhələdə isə 172 kilometr uzunluğunda, ümumilikdə 233 küçənin gecə işıqlandırılması ilə təmin olunması planlaşdırılıb.O da qeyd edilib ki, rayonda məişət tullantılarının idarə edilməsi sisteminin yenidən qurulması, bu sahədə maddi-texniki bazasının gücləndirilməsi, şəhərsalma prinsipləri əsasında kənd və qəsəbələrdən tullantıların toplanması, daşınması və zərərsizləşdirilməsi işinin müasir standartlara uyğunlaşdırılması istiqamətində bir sıra proqramlar həyata keçirilməkdədir. Bununla əlaqədar olaraq cari ilin ilk 9 ayı ərzində 3 xüsusi avtomobil gətirilərək istifadəyə verilib. Eyni zamanda məişət tullantılarının yığılması üçün 1000 ədəd konteyner alınaraq müəyyən olunmuş yerlərə düzülüb. Yeni xüsusiləşmiş avtomobillərin gətirilməsi istiqamətində həyata keçirilən tədbirlər bundan sonra da davam etdiriləcəkdir. Qəbullarda sakinlər tərəfindən qaldırılan bir sıra məsələlər yerində həll olunmuş, digərlərinin həlli istiqamətində isə müvafiq tapşırıqlar verilib.Missiya.Az",['Azərbaycan Avtomobil Yolları Dövlət Agentliyi'],1
"Abşeron Rayon İcra Hakimiyyətinin inzibati binasında, o cümlədən Xırdalan şəhəri də daxil olmaqla, ümumilikdə rayonun 15 kənd və qəsəbəsində növbəti səyyar qəbullar keçirilib. Qəbullarda RİH-nin başçısı Abdin Fərzəliyev, hüquq-mühafizə orqanlarının və xidmət təşkilatlarının rəhbərləri, şəhid ailələri, Vətən müharibəsi iştirakçıları və sakinlər iştirak ediblər. Qəbullarda Abdin Fərzəliyev Azərbaycan Respublikasının Prezidenti,  Müzəffər Ali Baş Komandan cənab İlham Əliyevin rəhbərliyi ilə 44 günlük Vətən Müharibəsində xalqımızın qazandığı şanlı qələbədən, o cümlədən Qarabağda cəmi 24 saat çəkən uğurlu antiterror tədbirlərindən danışaraq, sülhün əldə olunması istiqamətində ölkəmizin çox mühüm diplomatik uğurlar əldə etdiyini, soydaşlarımızın öz yurdlarında firavan həyatlarını yaşamağa başladıqlarını vurğulayıb.O cümlədən qeyd edilib ki, vətənimizin bütövlüyü uğrunda şəhidlik zirvəsinə ucalmış igidlərimizin ailə üzvləri daima diqqət mərkəzində saxlanılıb, şəhidlərimizin və onların əmanətləri olan övladlarının doğum günlərində şəhid ailələri RİH başçısı tərəfindən davamlı olaraq ziyarət olunub.Sonra Abşeron rayonunda görülən işlərdən, həyata keçirilən infrastruktur layihələr barəsində ətraflı məlumat verən RİH başçısı rayonun kənd və qəsəbələrinin mövcud problemlərinin həlli istiqamətində müvafiq addımların atıldığını söyləyib. Qeyd edilib ki,  həyata keçirilən quruculuq-abadlıq işləri çərçivəsində rayonun kənd və qəsəbələrində vətənimizin ərazi bütövlüyü uğrunda qəhrəmancasına döyüşərək şəhidlik zirvəsinə yüksələn sakinlərimizin adlarını daşıyan küçələr, o cümlədən yaşayış məntəqələrinin əsas yollarına asfalt örtüyü çəkilib. Belə ki, Novxanı kəndində Vətən Müharibəsi şəhidi Useynov Ceyhun Elşad oğlunun adını daşıyan küçəyə 1458 m2 asfalt vurulub. 21 sentyabr 2023-cü il tarixdə antiterror əməliyyatlarında şəhid olmuş Ramil Rəhimovun əvvəllər yaşadığı Ceyranbatan qəsəbəsi Nəriman Nərimanov küçəsinə 1500 m2 asfalt örtüyü salınıb. O cümlədən, Görədil kəndində də Ağaəli Məşədioğlu küçəsinə 1220 m2, Mehdiabad qəsəbəsində isə  İsmayıl Şıxlı küçəsi 540 m2, Əlabbas İsgəndərov küçəsində 600 m2, Sülh küçəsində 2630 m2 asfalt çəkilib. Məlumat üçün bildirək ki, ötən il təkcə Xırdalan şəhərində Aida Qəhrəmanova, M.S.Ordubadi və Qarabağ küçələri də daxil olmaqla ümumilikdə 19 küçəyə asfalt örtüyü çəkilib. Cari ildə isə Xırdalan şəhərinin Mübariz İbrahimov, Qasım bəy Zakir və Həzi Aslanov küçələri də daxil omaqla ümumilikdə 37 küçə asfalalanacaqdır. Bu qəbildən olan işlər Abşeron rayonun digər kənd və qəsəbələrində də həyata keçirilməkdədir. Bildirilib ki, Abşeron rayonunda ümumilikdə 2500-ə yaxın küçə vardır. Son 2 il ərzində Abşeron Rayon İcra Hakimiyyətinin təşəbbüsü və aidiyyatı qurumların dəstəyi ilə rayon ərazisində 50 km-ə yaxın yol asfaltlanıb. Hazırda RİH-in müraciəti əsasında Azərbaycan Avtomobil Yolları Dövlət Agentliyi tərəfindən Saray qəsəbəsində 2 kilometr uzunluğunda olan Mikayıl Müşfiq küçəsində asfalt örtüyünün döşənməsi istiqamətində hazırlıq işləri aparılır. Növbəti mərhələdə Azərbaycan Avtomobil Yolları Dövlət Agentliyi tərəfindən 41 küçənin asfaltlanması nəzərdə tutulur. O cümlədən, RİH tərəfindən də 30-a yaxın küçənin də asfaltlanması planlaşdırılıb. Asfaltlanma və yolların bərpası işləri zamanı şəhidlərimizin adlarını daşıyan, şəhid ailələrinin yaşadığı və sakinlərin intensiv istifadə etdiyi  küçələr prioritet olaraq götürülür.Vuğulanıb ki, uzun müddət ərzində Xırdalan şəhərinin bir neçə prospekt və küçəsində küçə işıqları ilə bağlı problemlər mövcud olub. RİH tərəfindən aparılmış monitorinq nəticəsində küçə işıqlandırması şəbəkəsinin bir çox hissələrində kabellər və texniki avadanlıqların oğurlanması, əksər texniki hissələrinin isə istismar müddətini başa vurduğu aşkar edilmişdir. Son 2 il ərzində şəhərin bir çox küçələrində, parklarda və məhəllələrdə küçə işıqlandırması bərpa olunur. Belə ki, artıq şəhərin Heydər Əliyev prospektinin böyük hissəsi, M.Ə.Rəsulzadə, Səttar Bəhlulzadə, Vəli Axundov, Nizami, 20 Yanvar, Şıxəli Qurbanov, Səməd Vurğun, Mirəsədulla Mirqasımov küçələrində, “Misir Parkı”, şəhərin 28-ci məhəlləsində yerləşən “Ana və uşaq Parkı” və bir neçə məhəllədə küçə işıqları tam bərpa edilib və əlavə olaraq 142 ədəd işıqlandırma dirəkləri quraşdırılıb.  Cari ilin ilk 9 ayı ərzində Xırdalan şəhərinin park və xiyabanlarında, o cümlədən məhəllə və küçələrində 201 ədəd oturacaq və 21 ədəd müasir standartlara cavab verən söhbətgah quraşdırılıb, 2472 m2  tamet daşı döşənib. Bundan əlavə, 3578 m bardür (səki daşı) və 50 ədəd idman qurğuları quraşdırılıb. Abşeron Rayon İcra Hakimiyyətinin müraciəti əsasında cari ildə Bakı Abadlıq İdarəsi tərəfindən rayon ərazisində 111 kilometr uzunluğunda olan 86 küçəyə gecə işıqlandırılması çəkilib. Növbəti mərhələdə isə 172 kilometr uzunluğunda, ümumilikdə 233 küçənin gecə işıqlandırılması ilə təmin olunması planlaşdırılıb. Qeyd edilib ki, Abşeron rayonunda məişət tullantılarının idarə edilməsi sisteminin yenidən qurulması, bu sahədə maddi-texniki bazasının gücləndirilməsi, şəhərsalma prinsipləri əsasında kənd və qəsəbələrdən tullantıların toplanması, daşınması və zərərsizləşdirilməsi işinin müasir standartlara uyğunlaşdırılması istiqamətində bir sıra proqramlar həyata keçirilməkdədir. Bununla əlaqədar olaraq cari ilin ilk 9 ayı ərzində 3 xüsusi  avtomobil gətirilərək istifadəyə verilib. Eyni zamanda məişət tullantılarının yığılması üçün 1000 ədəd konteyner alınaraq müəyyən olunmuş yerlərə düzülüb. Yeni xüsusiləşmiş avtomobillərin gətirilməsi istiqamətində həyata keçirilən tədbirlər bundan sonra da davam etdiriləcəkdir.Qəbullarda sakinlər tərəfindən qaldırılan bir sıra məsələlər yerində həll olunmuş, digərlərinin həlli istiqamətində isə müvafiq tapşırıqlar verilib.",['Azərbaycan Avtomobil Yolları Dövlət Agentliyi'],0
